citation,text
1B_15/2023 E. 3.1,"3.1. Der besondere Haftgrund der Kollusionsgefahr liegt vor, wenn ernsthaft zu befürchten ist, dass der oder die Beschuldigte Personen beeinflusst oder auf Beweismittel einwirkt, um so die Wahrheitsfindung zu beeinträchtigen (Art. 221 Abs. 1 lit. b StPO). Verdunkelung kann nach der bundesgerichtlichen Praxis insbesondere in der Weise erfolgen, dass sich die beschuldigte Person mit Zeugen, Auskunftspersonen, Sachverständigen oder Mitbeschuldigten ins Einvernehmen setzt oder sie zu wahrheitswidrigen Aussagen veranlasst oder dass sie Spuren und Beweismittel beseitigt. Untersuchungshaft wegen Kollusionsgefahr soll verhindern, dass die beschuldigte Person die wahrheitsgetreue Abklärung des Sachverhalts vereitelt oder gefährdet. Die theoretische Möglichkeit, dass sie kolludieren könnte, genügt indessen nicht, um Untersuchungshaft unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrundes ist nach Massgabe der Umstände des jeweiligen Einzelfalles zu prüfen (BGE 137 IV 122 E. 4.2; 132 I 21 E. 3.2; Urteil 1B_357/2022 vom 22. Juli 2022 E. 3.1; je mit Hinweisen). Konkrete Anhaltspunkte für Kollusionsgefahr können sich nach der Rechtsprechung des Bundesgerichtes namentlich ergeben aus dem bisherigen Verhalten des Beschuldigten im Strafprozess, aus seinen persönlichen Merkmalen, aus seiner Stellung und seinen Tatbeiträgen im Rahmen des untersuchten Sachverhaltes sowie aus den persönlichen Beziehungen zwischen ihm und den ihn belastenden Personen. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen (BGE 132 I 21 E. 3.2.1 mit Hinweisen). Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind an den Nachweis von Verdunkelungsgefahr zu stellen (BGE 137 IV 122 E. 4.2; 132 I 21 E. 3.2.2; Urteil 1B_558/2021 vom 3. November 2021 E. 3.2). Das Haftgericht hat auch zu prüfen, ob einem gewissen Kollusionsrisiko schon mit geeigneten Ersatzmassnahmen für strafprozessuale Haft ausreichend begegnet werden könnte (Art. 212 Abs. 2 lit. c i.V.m. Art. 237 f. StPO; vgl. BGE 140 IV 74 E. 2.2 mit Hinweisen)."
1B_581/2022 E. 2.1.2,"2.1.2. Une mesure de détention pour des motifs de sûreté n'est compatible avec la liberté personnelle garantie aux art. 10 al. 2 Cst. et 5 CEDH que si elle repose sur une base légale (art. 31 al. 1 et art. 36 al. 1 Cst.), soit en l'espèce l'art. 221 CPP. Elle doit en outre correspondre à un intérêt public et respecter le principe de la proportionnalité (art. 36 al. 2 et 3 Cst.). Pour que tel soit le cas, la privation de liberté doit être justifiée par un risque de fuite ou par un danger de collusion ou de réitération (art. 221 al. 1 let. a, b et c CPP). Préalablement à ces conditions, il doit exister des charges suffisantes, soit de sérieux soupçons de culpabilité, à l'égard de l'intéressé (art. 221 al. 1 CPP; art. 5 par. 1 let. c CEDH), c'est-à-dire des raisons plausibles de le soupçonner d'avoir commis une infraction. Il n'appartient cependant pas au juge de la détention de procéder à une pesée complète des éléments à charge et à décharge et d'apprécier la crédibilité des personnes qui mettent en cause le prévenu. Il doit uniquement examiner s'il existe des indices sérieux de culpabilité justifiant une telle mesure. L'intensité des charges propres à motiver un maintien en détention préventive n'est pas la même aux divers stades de l'instruction pénale; si des soupçons, même encore peu précis, peuvent être suffisants dans les premiers temps de l'enquête, la perspective d'une condamnation doit apparaître vraisemblable après l'accomplissement des actes d'instruction envisageables (ATF 143 IV 316 consid. 3.1 et 3.2)."
8C_160/2016 E. 4.1,"4.1. Pour évaluer le taux d'invalidité, le revenu que l'assuré aurait pu obtenir s'il n'était pas invalide est comparé avec celui qu'il pourrait obtenir en exerçant l'activité qui peut raisonnablement être exigée de lui après les traitements et les mesures de réadaptation, sur un marché du travail équilibré (art. 16 LPGA). Pour fixer ce taux, l'administration - ou le juge s'il y a recours - a besoin de documents que le médecin, éventuellement d'autres spécialistes, doivent lui fournir. La tâche du médecin consiste à porter un jugement sur l'état de santé et à indiquer dans quelle mesure et pour quelles activités l'assuré est incapable de travailler. En outre, les données médicales constituent un élément utile pour déterminer quels travaux on peut encore, raisonnablement, exiger de l'assuré (ATF 132 V 93 consid. 4 p. 99; 125 V 256 consid. 4 p. 261 et les arrêts cités)."
1B_210/2023 E. 4.1,"4.1. Conformément à l'art. 221 al. 1 let. b CPP, la détention provisoire ou pour motifs de sûreté ne peut être ordonnée que lorsque le prévenu est fortement soupçonné d'avoir commis un crime ou un délit et qu'il y a sérieusement lieu de craindre qu'il compromette la recherche de la vérité en exerçant une influence sur des personnes ou en altérant des moyens de preuve. Selon la jurisprudence, il peut notamment y avoir collusion lorsque le prévenu tente d'influencer les déclarations que pourraient faire des témoins, des personnes appelées à donner des renseignements ou des co-prévenus, ainsi que lorsque le prévenu essaie de faire disparaître des traces ou des moyens de preuve. En tant que motif de détention avant jugement, le danger de collusion vise à empêcher le prévenu de mettre en danger la recherche de la vérité. Pour retenir l'existence d'un risque de collusion, l'autorité doit démontrer que les circonstances particulières du cas d'espèce font apparaître un danger concret et sérieux de telles manoeuvres, propres à entraver la manifestation de la vérité, en indiquant, au moins dans les grandes lignes et sous réserve des opérations à conserver secrètes, quels actes d'instruction doivent être encore effectués et en quoi la libération du prévenu en compromettrait l'accomplissement (ATF 137 IV 122 consid. 4.2; 132 I 21 consid. 3.2). Dans cet examen, entrent en ligne de compte les caractéristiques personnelles du détenu, son rôle dans l'infraction ainsi que ses relations avec les personnes qui l'accusent et/ou ses liens avec les autres prévenus; entrent aussi en considération la nature et l'importance des déclarations, respectivement des moyens de preuve susceptibles d'être menacés, la gravité des infractions en cause et le stade de la procédure. En effet, plus l'instruction se trouve à un stade avancé et les faits sont établis avec précision, plus les exigences relatives à la preuve de l'existence d'un risque de collusion sont élevées (ATF 137 IV 122 consid. 4.2; 132 I 21 consid. 3.2.1)."
1B_211/2017 E. 2.1,"2.1. Une mesure de détention provisoire ou pour des motifs de sûreté n'est compatible avec la liberté personnelle garantie aux art. 10 al. 2 Cst. et 5 CEDH que si elle repose sur une base légale (art. 31 al. 1 et art. 36 al. 1 Cst.), soit en l'espèce l'art. 221 CPP. Elle doit en outre correspondre à un intérêt public et respecter le principe de la proportionnalité (art. 36 al. 2 et 3 Cst.). Pour que tel soit le cas, la privation de liberté doit être justifiée par les besoins de l'instruction, par un risque de fuite ou par un danger de collusion ou de réitération (art. 221 al. 1 let. a, b et c CPP). Préalablement à ces conditions, il doit exister des charges suffisantes, soit de sérieux soupçons de culpabilité, à l'égard de l'intéressé (art. 221 al. 1 CPP; art. 5 par. 1 let. c CEDH), c'est-à-dire des raisons plausibles de le soupçonner d'avoir commis une infraction. Il n'appartient cependant pas au juge de la détention de procéder à une pesée complète des éléments à charge et à décharge et d'apprécier la crédibilité des personnes qui mettent en cause le prévenu. Il ne lui incombe pas non plus de résoudre définitivement les questions de qualification juridique des faits poursuivis. Il doit uniquement examiner s'il existe des indices sérieux de culpabilité justifiant une telle mesure (ATF 137 IV 122 consid. 3.2 p. 126 s.). A l'instar du juge du séquestre, le juge de la détention n'est pas tenu, à ce stade de la procédure, de résoudre des questions juridiques complexes (cf. ATF 141 IV 360 consid. 3.2 p. 364 et les arrêts cités)."
4A_379/2016 E. 3.3.1,"3.3.1. Il est habituel que les conditions générales de la banque auxquelles le client adhère, comportent une clause dite de transfert de risque. Généralement, cette clause prévoit que le dommage résultant de défauts de légitimation ou de faux non décelés est à la charge du client, sauf en cas de faute grave de la banque (GUGGENHEIM/GUGGENHEIM, op. cit., n. 339 p. 125). Par l'effet de cette clause, le risque normalement supporté par la banque est ainsi reporté sur le client (ATF 132 III 449 consid. 2; 122 III 26 consid. 4a; 112 II 450 consid. 3a). Il ne s'agit pas à proprement parler d'une clause qui aurait pour effet d'exclure ou de limiter la responsabilité contractuelle de la banque, laquelle n'est pas en cause puisqu'il ne s'agit pas là d'inexécution ou d'exécution imparfaite du contrat, mais d'une clause de transfert sur la tête du client du risque que la banque doit en principe supporter en cas d'exécution en main d'une personne non autorisée; elle met préventivement à la charge du client le dommage subi par la banque (Schadensabwälzung) et institue, par conséquent, une responsabilité du premier envers la seconde, qui s'étend même aux cas fortuits (Zufallshaftung) (ATF 112 II 450 consid. 3a p. 454). Selon la jurisprudence, la validité d'une telle clause doit être examinée par application analogique des art. 100 et 101 al. 3 CO, qui régissent les conventions d'exonération de la responsabilité pour inexécution ou exécution imparfaite du contrat, et ce bien que la clause de transfert de risque ne relève pas de l'inexécution contractuelle au sens des art. 97 ss CO (ATF 112 II 450 consid. 3a p. 455; arrêts 4A_386/2016 du 5 décembre 2016 consid. 2.2.4; 4A_54/2009 du 20 avril 2009 précité, consid. 1). Si un dol ou une faute grave sont imputables à la banque, la clause d'exonération est nulle (art. 100 al. 1 CO). Comme on vient de le voir, les clauses habituelles prévoient que le dommage est à la charge de la banque en cas de faute grave."
6B_128/2014 E. 5.2.2,"5.2.2. Das tatbestandsmässige Verhalten von Art. 314 StGB setzt ein rechtsgeschäftliches Handeln für das Gemeinwesen voraus. Der Unrechtsgehalt der ungetreuen Amtsführung besteht darin, dass der Beamte bei einem Rechtsgeschäft private Interessen auf Kosten der öffentlichen bevorzugt (Urteil 6B_916/2008 vom 21. August 2009 E. 7.5, nicht publ. in BGE 135 IV 198). Den Tatbestand von Art. 314 StGB erfüllen kann nach der Rechtsprechung auch ein Beamter, der selbst zwar keine endgültigen Entscheidungen trifft, jedoch aufgrund seines Fachwissens und seiner Stellung faktische Entscheidungskompetenz hat. Wer als Beamter einen Entscheid derart beeinflusst, kann die öffentlichen Interessen auch schädigen, wenn er formell nicht selbst entscheidet (BGE 114 IV 133 E. 1a; bestätigt in Urteil 6B_916/2008 vom 21. August 2009 E. 7.5). Die öffentlichen Interessen müssen durch das Rechtsgeschäft selber und dessen rechtliche Wirkungen geschädigt werden (BGE 101 IV 407 E. 2). Die vom Täter zu wahrenden öffentlichen Interessen können gemäss der bundesgerichtlichen Rechtsprechung finanzieller oder ideeller Art sein (BGE 114 IV 133 E. 1b mit Hinweis; BGE 111 IV 83 E. 2b). Dem Ermessen der zuständigen Behördemitglieder und Beamten ist in Ausübung ihrer Tätigkeit, im Rahmen der für sie bestehenden Vorschriften, ein angemessener Spielraum zu lassen. Eine tatbestandsmässige Schädigung der öffentlichen Interessen liegt nur vor, wenn das ihnen zustehende Ermessen offensichtlich überschritten ist (BGE 101 IV 407 E. 2)."
1B_90/2021 E. 2.1,"2.1. Der Haftgrund der Kollusionsgefahr liegt vor, wenn ernsthaft zu befürchten ist, dass der oder die Beschuldigte Personen beeinflusst oder auf Beweismittel einwirkt, um so die Wahrheitsfindung zu beeinträchtigen (Art. 221 Abs. 1 lit. b StPO). Verdunkelung kann nach der bundesgerichtlichen Praxis insbesondere in der Weise erfolgen, dass sich die beschuldigte Person mit Zeugen, Auskunftspersonen, Sachverständigen oder Mitbeschuldigten ins Einvernehmen setzt oder sie zu wahrheitswidrigen Aussagen veranlasst, oder dass sie Spuren und Beweismittel beseitigt. Untersuchungshaft wegen Kollusionsgefahr soll verhindern, dass die beschuldigte Person die wahrheitsgetreue Abklärung des Sachverhaltes vereitelt oder gefährdet. Die theoretische Möglichkeit, dass sie kolludieren könnte, genügt indessen nicht, um Untersuchungshaft unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrundes ist nach Massgabe der Umstände des jeweiligen Einzelfalles zu prüfen (BGE 137 IV 122 E. 4.2 S. 127 f.; 132 I 21 E. 3.2 S. 23 mit Hinweisen). Konkrete Anhaltspunkte für Kollusionsgefahr können sich nach der Rechtsprechung des Bundesgerichtes namentlich ergeben aus dem bisherigen Verhalten des Beschuldigten im Strafprozess, aus seinen persönlichen Merkmalen, aus seiner Stellung und seinen Tatbeiträgen im Rahmen des untersuchten Sachverhaltes sowie aus den persönlichen Beziehungen zwischen ihm und den ihn belastenden Personen. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu tragen (BGE 132 I 21 E. 3.2.1 S. 23 f. mit Hinweisen). Besondere Berücksichtigung verdienen die persönliche Situation und eine allfällige besondere Schutzbedürftigkeit des mutmasslichen Opfers bzw. wichtiger Gewährspersonen (vgl. BGE 132 I 21 E. 3.4 S. 26; zur Problematik von Beziehungsdelikten im Familienumfeld s.a. BGE 128 I 149 E. 3.4 S. 153; Urteile 1B_406/2016 vom 22. November 2016 E. 2.4-2.6; 1B_389/2016 vom 10. November 2016 E. 3.4; 1B_341/2015 vom 23. Oktober 2015 E. 3.2-3.4; vgl. zu dieser Praxis François Chaix, in: Commentaire Romand CPP, 2. Aufl., Basel 2019, Art. 221 N. 14-16; Mirjam Frei/Simone Zuberbühler Elsässer, in: Zürcher Kommentar StPO, 3. Aufl. 2020, Art. 221 N. 22 f.; Marc Forster, in: Basler Kommentar StPO, 2. Aufl. 2014, Art. 221 N. 7). Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind an den Nachweis von Verdunkelungsgefahr zu stellen (BGE 137 IV 122 E. 4.2 S. 127 f.; 132 I 21 E. 3.2.2 S. 24 mit Hinweisen)."
1B_90/2021 E. 2.4,"2.4. Dass die kantonalen Instanzen den Haftgrund der Kollusionsgefahr im jetzigen Untersuchungsstadium bejahen, hält vor dem Bundesrecht stand. Als Anhaltspunkte für Verdunkelungsgefahr durften die kantonalen Strafbehörden insbesondere mitberücksichtigen, dass die kollusionsgefährdeten Beweisaussagen hier von hoher Bedeutung sind und ein grosses öffentliches Interesse an einer unbeeinflussten Untersuchung der schweren Tatvorwürfe besteht, und dass - angesichts der die Familienangehörigen tangierenden Beschuldigungen - erhebliche Loyalitätsdilemmata bzw. starker psychischer Druck auf dem Geschädigten lasten. Daran vermögen auch die weiteren Vorbringen des Beschwerdeführers nichts zu ändern, der Geschädigte werde ""sowohl in psychisch-psychologischer als auch rechtlicher Hinsicht eng begleitet"", dieser sei ""in finanzieller und organisatorischer Hinsicht unabhängig"", da ""der Sozialdienst ihm eine Wohnung zur Verfügung"" gestellt und ""die Begleichung der im Alltag anfallenden Rechnungen"" übernommen habe, oder, der Geschädigte habe nur gegenüber dem Beschwerdeführer und einem Mitbeschuldigten ""dezidierte"" belastende Aussagen gemacht, nicht aber zu Lasten seiner Mutter."
2C_501/2020 E. 5.1,"5.1. Il n'y a arbitraire (art. 9 Cst.) dans l'appréciation des preuves que si le juge n'a manifestement pas compris le sens et la portée d'un moyen de preuve, s'il a omis, sans raison sérieuse, de tenir compte d'un moyen important propre à modifier la décision attaquée ou encore si, sur la base des éléments recueillis, il a fait des déductions insoutenables (ATF 140 III 264 consid. 2.3; 140 I 285 consid. 6.3.1). Pour qu'une décision soit annulée pour cause d'arbitraire, il ne suffit pas que sa motivation soit insoutenable; il faut encore que cette décision soit arbitraire dans son résultat (ATF 144 I 318 consid. 5.4; 140 I 201 consid. 6.1). Le droit d'être entendu découlant de l'art. 29 al. 2 Cst. comprend notamment pour le justiciable le droit d'obtenir l'administration des preuves pertinentes et valablement offertes, de participer à l'administration des preuves essentielles et de se déterminer sur son résultat, lorsque cela est de nature à influer sur la décision à rendre (cf. ATF 142 II 28 consid. 2.3; 140 I 285 consid. 6.3.1). Il ne comprend en revanche pas le droit d'être entendu oralement (ATF 140 I 68 consid. 9.6.1) ni celui d'obtenir l'audition de témoins (ATF 130 II 425 consid. 2.1). L'autorité peut renoncer à faire citer des témoins si, dans le cadre d'une appréciation anticipée des preuves dénuée d'arbitraire, elle peut dénier à ces témoignages une valeur probante décisive pour le jugement (ATF 140 I 285 consid. 6.3.1). Le refus d'une mesure probatoire par appréciation anticipée des preuves ne peut être remis en cause devant le Tribunal fédéral qu'en invoquant l'arbitraire de manière conforme aux exigences de l'art. 106 al. 2 LTF (ATF 146 III 73 consid. 5.2.2; 138 III 374 consid. 4.3.2)."
9C_623/2020 E. 4.2,"4.2. Das Alter des Versicherten lässt gemäss Rechtsprechung (vgl. obenstehende E. 2 Abs. 2) eine Abweichung von der grundsätzlich vorausgesetzten Mindesterwerbseinbusse von 20 % zu. Mit der Festlegung des Valideneinkommens hat die Vorinstanz implizit, aber verbindlich (vgl. obenstehende E. 1) festgestellt, dass der Versicherte ohne gesundheitliche Einschränkung als Heizungsinstallateur (EFZ) arbeiten würde. Diese Tätigkeit kann im Vergleich zu - unter gesundheitlichen Aspekten noch zumutbaren - unqualifizierten Hilfsarbeiten qualitativ nicht als annähernd gleichwertig betrachtet werden, zumal auch den unterschiedlichen Möglichkeiten der Einkommensentwicklung Rechnung zu tragen ist (vgl. BGE 124 V 108 E. 3b S. 112). Zwar verfügt der Beschwerdeführer (laut verbindlicher Feststellung im angefochtenen Entscheid) über keine abgeschlossene Berufsausbildung. Weshalb dieser Umstand dem Heranziehen der als ""angestammt"" qualifizierten Tätigkeit als Vergleichsbasis entgegenstehen soll, wie die Vorinstanz anzunehmen scheint, leuchtet nicht ein: Die Ausbildung wurde (gemäss ebenfalls verbindlicher Feststellung) aus gesundheitlichen Gründen abgebrochen."
5A_561/2020 E. 5.1.1,"5.1.1. Im Verhältnis zum unmündigen Kind sind besonders hohe Anforderungen an die Ausnützung der eigenen Erwerbskraft zu stellen, zumal in engen wirtschaftlichen Verhältnissen (BGE 144 III 481 E. 4.7.7; 137 III 118 E. 3.1 mit Hinweis; Urteile 5A_946/2018 vom 6. März 2019 E. 3.1; 5A_98/2016 vom 25. Juni 2018 E. 3.4 in fine, in: FamPra.ch 2018 S. 1106; 5A_47/2017 vom 6. November 2017 E. 8.2, nicht publ. in: BGE 144 III 10; 5A_90/2017 vom 24. August 2017 E. 5.3.1; 5A_806/2016 vom 22. Februar 2017 E. 4.2). Schöpft ein Elternteil seine Erwerbskraft nicht voll aus, kann ihm ein hypothetisches Einkommen angerechnet werden, sofern dieses zu erreichen ihm zumutbar und möglich ist. Welche Tätigkeit aufzunehmen als zumutbar erscheint, ist eine Rechtsfrage. Tatfrage bildet hingegen, ob die als zumutbar erkannte Tätigkeit möglich und das angenommene Einkommen effektiv erzielbar ist (BGE 144 III 481 E. 4; 143 III 233 E. 3.2; 137 III 102 E. 4.2.2.2 mit Hinweis)."
8C_510/2020 E. 2.4,"2.4. Selon le principe de la libre appréciation des preuves, consacré également à l'art. 61 let. c LPGA, le juge apprécie librement les preuves médicales qu'il a recueillies, sans être lié par des règles formelles, en procédant à une appréciation complète et rigoureuse des preuves. En ce qui concerne la valeur probante d'un rapport médical, ce qui est déterminant, c'est que les points litigieux aient fait l'objet d'une étude circonstanciée, que le rapport se fonde sur des examens complets, qu'il prenne également en considération les plaintes exprimées par la personne examinée, qu'il ait été établi en pleine connaissance de l'anamnèse, que la description du contexte médical et l'appréciation de la situation médicale soient claires et enfin que les conclusions de l'expert soient dûment motivées. Au demeurant, l'élément déterminant pour la valeur probante n'est ni l'origine du moyen de preuve ni sa désignation comme rapport ou comme expertise, mais bel et bien son contenu (ATF 125 V 351 consid. 3a p. 352; 122 V 157 consid. 1c p. 160 et les références). Le juge ne peut pas écarter un rapport médical au seul motif qu'il est établi par le médecin interne d'un assureur social, respectivement par le médecin traitant (ou l'expert privé) de la personne assurée, sans examiner autrement sa valeur probante. Lorsqu'une décision administrative s'appuie exclusivement sur l'appréciation d'un médecin interne à l'assureur social et que l'avis d'un médecin traitant ou d'un expert privé auquel on peut également attribuer un caractère probant laisse subsister des doutes même minimes quant à la fiabilité et la pertinence de cette appréciation, la cause ne saurait être tranchée en se fondant sur l'un ou sur l'autre de ces avis et il y a lieu de mettre en oeuvre une expertise par un médecin indépendant selon la procédure de l'art. 44 LPGA ou une expertise judiciaire (ATF 135 V 465 consid. 4.7 p. 471; voir aussi l'arrêt 8C_796/2016 du 14 juin 2017 consid. 3.3)."
4A_42/2015 E. 5.5,"5.5. Unter den eben dargestellten Umständen kann sich die Beschwerdeführerin 1 von vornherein nicht auf ein angeblich rechtsmissbräuchliches Verhalten der Beschwerdegegnerin berufen: Wer als Kunde in einer reinen Konto-/Depotbeziehung (execution only-Verhältnis) in den Bankauszügen Transaktionen findet, die er nicht in Auftrag gegeben hat und nicht gegen sich gelten lassen will, darf sich nicht mit einer einmaligen telefonischen Reklamation beim Kundenbetreuer begnügen, es bei einem mündlichen ""Verbot"" zukünftiger unautorisierter Transaktionen bewenden lassen und die weitere Entwicklung abwarten, um dann mehrere Monate später ausserhalb der Rügefrist gemäss den AGB, wenn Verluste eingetreten sind, sämtliche angeblich nicht autorisierten Transaktionen zu beanstanden. Soweit der Kunde die Transaktionen durch sein Verhalten nicht ohnehin bewusst genehmigt hat, muss er jedenfalls mangels eigenen guten Glaubens die Genehmigungsfiktion gegen sich gelten lassen, unabhängig davon, ob sich der Kundenbetreuer absichtlich nicht an die Kundeninstruktionen gehalten hat."
4A_42/2015 E. 6.3,"6.3. Zustellungsfiktionen dienen in der Regel dazu, Zustellungsvereitelungen oder- verzögerungen durch den Adressaten, in dessen Interesse die banklagernde Zustellung meist liegt, zu verhindern, beziehungsweise dem Verantwortungsbereich des Empfängers zuzuweisen, wenn anzunehmen ist, dieser sei seiner Obliegenheit, den Empfang der Sendung zu ermöglichen, nicht nachgekommen. Der Annahmefiktion kommt dann die Bedeutung zu, einen bestimmten Fristenlauf auszulösen, der andernfalls auf unbestimmte Zeit aufgeschoben bliebe. In diesem Sinne ist die Ablage im Dossier des Kunden unmittelbar fristauslösend (Urteile 4A_262/2008 vom 23. September 2008 E. 2.3; 4C.81/ 2002 vom 1. Juli 2002 E. 4.3 mit Hinweis auf den die internationale Rechtshilfe in Strafsachen betreffenden BGE 124 II 124 E. 2d)."
4A_42/2015 E. 6.6,"6.6. Im Urteil fehlen somit insofern tatsächliche Feststellungen zum Zeitpunkt der fristauslösenden banklagernden Zustellung der relevanten Bankunterlagen. Unter diesen Umständen durfte das Handelsgericht aber nicht beurteilen, wann die Beschwerdeführerin 2 die Transaktionen aus der Zeitperiode zwischen August 2008 und Oktober 2008 hätte beanstanden müssen, um sie nicht stillschweigend zu genehmigen. Entgegen der Beschwerdegegnerin ist die entsprechende Tatsache nicht irrelevant für den Ausgang des Verfahrens. Vielmehr setzt die Anwendung der Genehmigungsfiktion in einem ersten Schritt die Feststellung voraus, wann der Bankkunde die relevanten Bankunterlagen erhalten hat respektive hätte erhalten müssen. Erst wenn dies feststeht, kann geprüft werden, ob und wann die Beschwerdeführerin 2 die fraglichen Transaktionen beanstanden musste. Mangels entsprechender Feststellungen braucht in diesem Zusammenhang nicht auf die von den Beschwerdeführerinnen ebenfalls kritisierte Ausführung der Vorinstanz eingegangen zu werden, wonach C.________ mit seinem Faxschreiben vom 4. Dezember 2008 bloss im eigenen Namen und nicht in demjenigen der Beschwerdeführerin 2 reklamiert habe. Immerhin liegt nicht auf der Hand, dass sich die Vorinstanz bei der Auslegung dieses Faxschreibens nach dem Vertrauensprinzip ausschliesslich auf dessen - nur teilweise wiedergegebenen - Wortlaut stützen durfte und nicht auch weitere prozesskonform vorgebrachte Umstände hätte berücksichtigen müssen, wie die Beschwerdeführerinnen monieren. Die Beschwerde erweist sich hinsichtlich der Zustellung der die Genehmigungsfrist auslösenden Bankunterlagen als begründet, zumal im Gegensatz zur Konto-/Depotbeziehung der Beschwerdeführerin 1 (dazu Erwägung 5.4) nicht festgestellt ist, dass die Beschwerdeführerin 2 schon zu einem früheren Zeitpunkt Kenntnis von unautorisierten Transaktionen betreffend ihr Konto oder Depot hatte."
1B_572/2021 E. 2.1,"2.1. Une mesure de détention provisoire ou pour des motifs de sûreté n'est compatible avec la liberté personnelle (art. 10 al. 2 Cst. et 5 CEDH) que si elle repose sur une base légale (art. 31 al. 1 et 36 al. 1 Cst.), soit en l'espèce l'art. 221 CPP. Elle doit en outre correspondre à un intérêt public et respecter le principe de la proportionnalité (art. 36 al. 2 et 3 Cst.). Pour que tel soit le cas, la privation de liberté doit être justifiée par un risque de fuite, un danger de collusion ou de réitération (cf. art. 221 al. 1 let. a, b et c CPP). Préalablement à ces conditions, il doit exister à l'égard de l'intéressé des charges suffisantes, soit de sérieux soupçons de culpabilité (art. 221 al. 1 CPP; art. 5 par. 1 let. c CEDH; ATF 139 IV 186 consid. 2 p. 187 s.). Selon la jurisprudence, il n'appartient pas au juge de la détention de procéder à une pesée complète des éléments à charge et à décharge et d'apprécier la crédibilité des personnes qui mettent en cause le prévenu. Il doit uniquement examiner s'il existe des indices sérieux de culpabilité justifiant une telle mesure. L'intensité des charges propres à motiver un maintien en détention préventive n'est pas la même aux divers stades de l'instruction pénale; si des soupçons, même encore peu précis, peuvent être suffisants dans les premiers temps de l'enquête, la perspective d'une condamnation doit apparaître avec une certaine vraisemblance après l'accomplissement des actes d'instruction envisageables (ATF 143 IV 330 consid. 2.1 p. 333 s.; 143 IV 316 consid. 3.1 et 3.2 p. 318 s.). En d'autres termes, les soupçons doivent se renforcer plus l'instruction avance et plus l'issue du jugement au fond approche. Si des raisons plausibles de soupçonner une personne d'avoir commis une infraction suffisent au début de l'enquête, ces motifs objectifs doivent passer de plausibles à vraisemblables (arrêt 1B_195/2020 du 18 mai 2020 consid. 2.1; 1B_139/2020 du 15 avril 2020 consid. 3.1)."
8C_421/2023 E. 2.2,"2.2. Die versicherte Person hat gemäss Art. 17 Abs. 1 IVG Anspruch auf Umschulung in eine neue Erwerbstätigkeit, wenn die Umschulung infolge Invalidität notwendig ist und dadurch die Erwerbsfähigkeit voraussichtlich erhalten oder verbessert werden kann. Als Umschulung gelten nach Art. 6 Abs. 1 IVV Ausbildungsmassnahmen, die Versicherte nach Abschluss einer erstmaligen beruflichen Ausbildung oder nach Aufnahme einer Erwerbstätigkeit ohne vorgängige berufliche Ausbildung wegen ihrer Invalidität zur Erhaltung oder Verbesserung der Erwerbsfähigkeit benötigen. Als Umschulungsmassnahmen gelten gemäss Art. 6 Abs. 1bis IVV auch Ausbildungsmassnahmen, die zu einer höherwertigen als die vorhandene Ausbildung führen, sofern sie zur Erhaltung oder Verbesserung der Erwerbsfähigkeit notwendig sind. Musste eine erstmalige berufliche Ausbildung wegen Invalidität abgebrochen werden, so ist eine neue berufliche Ausbildung der Umschulung gleichgestellt, wenn das während der abgebrochenen Ausbildung zuletzt erzielte Erwerbseinkommen mindestens 30 % des Höchstbetrags nach Art. 24 Abs. 1 IVG beträgt (Art. 6 Abs. 2 IVV)."
